review,sentiment
"They are hunted and starving. They are completely demoralized and yet they press on through sheer inertia. This film tries to answer the question ""How far will human beings go to survive?"" Hopelessness emanates from every of this film and like so many japanese films of this time, it condemns the blind military loyalty that pressed the japanese people into war.",positive
"The 1970s opened the door to the largest, most diverse era of film in the history. Some films were great (""The Godfather"", ""The Conversation"", ""Mean Streets"", Chinatown"", ""The French Connection"", ""Five Easy Pieces"", ""Jaws"", ""McCabe And Mrs. Miller"") Others were not so great (""The Getaway"", ""The Outfit"", ""Badge 373"", ""Joe"", ""The Taking Of Pelham One Two Three"", ""Brewster McCloud"", ""Castle Keep"") And others were barely worth the price of admission.<br /><br />Yet every one was a fresh breath of air compared to today's Corporate Hollywood. Where every film is given a Big Weekend to recoup its cost. Or go straight to HBO and rental.<br /><br />What ""Decade"" does so well is to relate the sudden and rarely experienced sensation of freedom to be given money to make and direct a film. Perhaps personal. Perhaps not. Sometime with a clutch of extras. Sometimes, in the middle of a busy street before the cops show up. Long before the Corporate Overseers, Suits, Committees and Lawyers ever became part of ""The System"".<br /><br />The commentaries are superb. Especially Julie Christie and Dennis Hopper. Though as you listen, you'll slowly discover just how many Big Directors today (Coppola, Scorsese, Ron Howard, Dennis Hopper, Peter Bogdonovitch) got stated as ""Roger Corman Commandos"". Working long hours with short pay. Shooting a film in under a month. Learning all the steps and tricks of the trade by doing it themselves. Turning in product that was on-time and under-budget.<br /><br />See ""Decade"" for its message. And for a long and varied list of films to watch made through those wondrously turbulent years.<br /><br />Though, I would not complain if IFC decided to devote another documentary solely to that most under-rated Grand Pioneer of film, Roger Corman.",positive
"I have watched this movie at least ten times. I do not agree with the previous comments. This is a tongue in cheek movie and some of the acting is meant to be stilted. Men like Paul Cowley are few and far between, women like Linda, unfortunately, are a dime a dozen. The sad thing here is that although similiar relationships like this rarely lead to murder and frame ups, it is an all to familiar scenario. Boy worships girl, girl doesn't know he exists, they grow up, man sees woman he fantasized about down and out and rescues her. Bottom line, she never did love him-he came along at the right time and she used him. Thomas is excellent as the nerdy but adequate Paul. His portrayal is sensitive and touching. Madsen is perfect as the femme-fatale. What really moved me was the final scene. Paul says he eventually cried, but not for Linda, his wife, but for the unknown girl he had watched from a distance so many years ago..and longed for..and loved. And I loved the close-up of Thomas at the end.",positive
"Bette Midler is again Divine! Raunchily humorous. In love with Burlesque. Capable of bringing you down to tears either with old jokes with new dresses or merely with old songs with more power & punch than ever. All in All Singing new ballads, power-singing the good old/perennial ones such as ""The Rose""; ""Stay With Me"" and yes, even ""Wind Beneath My Wings"". The best way to appreciate the Divine Miss M has always been libe - since this is the next best thing to it, I strongly recommended to all with a mixture of adult wide-eyed enchantment and appreciation and a child's mischievous wish for pushing all boundaries!",negative
"First of all, those who are faint at heart should definitely avoid this film. Even those, like me, who are desensitized to most graphically violent and sexual acts in movies should beware. I'm not telling you to steer away from the film, but be aware that what you're about to see is some disturbing material. Definitely not a pleasing film to watch, but nothing is put on screen strictly for shock value. But I must admit, when I watched the film for a second time, I had to skip to the next chapter when the ""razor blade scene"" came up. <br /><br />The main character is one of the most unsympathetic sympathetic characters I can think of, but we start to better realize the humanity of her character later in the film's second act. In one scene, she stuffs broken glass in one of her student's jacket pocket after being dissatisfied with her apparently unsatisfactory performance and getting nervous when in front of a live audience. The student goes into her pocket and cries out with pain as she stares at her blood-stained hand. Next to the razor blade scene, that disturbed me most. The student's mother is not much more sympathetic than she. When she gets word that her daughter won't be able to play, she talks about it like she also got also her hand injured, being one of those spoiled mothers who tries to torture her daughter into becoming an overachiever. <br /><br />Though the film intrigued me and caught my interest for the most part, I felt more needed to be explained about Isabelle Huppert's character. When a woman is fascinated by sadomasochistic porno movies and engaging in that behavior herself, you want to understand the root of the problem. The movie establishes that she wants desperately to be loved. Then why the hateful attitude towards everyone? Why does she receive sexual pleasure from pain? <br /><br />The acting is terrific and I liked the glossy, stylized lighting. Altogether, it's not a film I'd recommend if you're in the mood to be entertained, but as I said it's very intriguing. And I'm sure if I watched it a few more times, I'd be able to spot certain subtleties that'll shed more light on aspects of the film I didn't realize initially. <br /><br />My score: 7 (out of 10)",positive
"Ugh. Pretty awful.<br /><br />Linnea Quigley gets top billing, but her character doesn't have a big part. Who is her character supposed to be anyway, the little boy's aunt? Another user commented on her getting nude in a shower scene. While there was a shower scene in the movie, it was a head and shoulders shot. Perhaps there are some alternate versions of this movie.<br /><br />Quigley does have a bigger part than John Carradine, Cameron Mitchell, and Brinke Stevens, though. Carradine shows up briefly in a monkish robe reciting vague dialog. No other characters are in the scene with him, though he's sort of composited in, or else there are over-the-shoulder shots unquestionably belonging to someone else. There's also a really bad photo of him in a cameo locket (it looks like a bad photocopy), and a decent picture of him in a family bible. He conjured up Jack-O originally, or something like that.<br /><br />Cameron Mitchell briefly shows up on a TV as a TV horror host. Brinke Stevens is in the movie he's showing ""The Coven,"" in which she runs around a cemetery in a robe. Evidently there's more of the Brinke footage as a bonus feature on the Retromedia DVD double feature Mark of the Witch/The Brides Wore Blood.<br /><br />Jack-O: what's it about? Darn if I know. A little boy is told a story about a pumpkin-headed demon killer, and he and some other kids are scared by a woman they think is a witch for some reason. She follows him home and offers to help his family with their haunted garage for Halloween (put your hand through a hole and feel eyeballs that are actually grapes, etc.). The pumpkin-headed killer shows up several times to hold onto branches while he watches people, or hold his scythe in front of the camera and pose with it for a while. Sometimes he manages to do more than just stand around holding things, and actually kills people.<br /><br />There are also some flashbacks to a western or prairie family, with the little boy playing the little boy in that family too: ancestors of his, I think. I think they figure into Jack-O's backstory, but I'm not sure how.<br /><br />The little boy is ostensibly the main character, but we don't really learn anything about him except that he wears glasses, has nightmares, and will fight bullies even if he'll get beat up in the process. More time should have been spent establishing his character. I couldn't have cared less if he died.<br /><br />Not recommended, not even for Halloween.",positive
"FORBIDDEN PLANET is the best SF film from the golden age of SF cinema and what makes it a great film is its sense of wonder . As soon as the spaceship lands the audience - via the ships human crew - travels through an intelligent and sometimes terrifying adventure . We meet the unforgetable Robbie , the mysterious Dr Morbuis , his beautiful and innocent daughter Altair and we learn about the former inhabitants of the planet - The Krell who died out overnight . Or did they ? <br /><br />You can nitpick and say the planet is obviously filmed in a movie studio with painted backdrops but that adds to a sense of menace of claustraphobia I feel and Bebe and Louis Barron`s electronic music adds even more atmosphere <br /><br />I`m shocked this film isn`t in the top 250 IMDB films .",positive
"I'm a fan of Zhang Yimou and finally found this DVD title from the shelves of a Shenzhen bookstore after a long search at many places.<br /><br />This is a huge departure from previous Zhang Yimou work, esp in terms of style and locale. The director himself has said that this is the first and only time he'll ever attempt to make a black comedy set in contemporary China. You may even say this work is experimental in nature, compared to his other well known big budget and formal pieces.<br /><br />Filmed with a hand-held camera and wide angle lens throughout the duration of the whole film, the quick pace editing and high energy performance & naturalistic tone never let you go once it grips you from the start. It presents a very realistic account of modern Chinese urban sensibilities, which in this case is set in Beijing. If you appreciate and love this kind of black humor, you will love this film totally. Also look out for hilarious cameos by Zhao Benshan (Happy Times)and the director Zhang Yimou himself.<br /><br />A last point of note: I find the characters in this film, as in all other Zhang Yimou films, exhibiting similar personality traits - stubbornness, always trying to beat the odds & up the ante. Do let me know your thoughts on this.<br /><br />David Lee",positive
"I had the pleasure of seeing this film at the Rhode Island International Film Festival and was very impressed. Tess Nanavati is clearly a great screenwriter and I would love to see more of her films. If she could do what she did with the budget of this film, I'm very anxious to see what she can do with a major picture. Kudos to the cast for their terrific performances (that little girl was gold), and to whoever composed the music. The warped ""Row Your Boat"" blew me away. Very creative film all around....I really hope to see it come out on video or DVD because I'd buy it in a second. If you get the chance, you should definitely see this film.",positive
"Well. Astronaut Steve West sits in a plastic space capsule, commenting that ""you haven't lived until you've seen the sun through the rings of Saturn"", all the while the obvious mid-day sunlight is streaming through the window, when suddenly he has a nose bleed. Next, West is back home in some secret hospital, a melting gelatinous mass who goes berserk and causes a chunky nurse to run through a fake glass door. Apparently, West ""gets stronger as he melts"", which makes about as much sense as anything in this hopelessly purile, adle-brained moovie. Then this dopey ""Army Brass"", who looks kind of like Coleman Francis (director of many bad moovies) tries to cover the info up, but goo man runs around killing everyone he sees because he is melting. He attacks a bickering old couple because he is melting. He makes one terrible actress scream and moan helplessly for about 10 minutes because he is melting. He is melting because he is melting. The fx by the slumming Rick Baker are supposed to be the star here, but they just look hokey. The film is poorly shot and everything looks so dark and muddled that it's very difficult making out what's what - not that it would help any. MooCow says who cut the cheese with this one?? :=8P ps - ""Didn't you get any crackers?""",negative
"This is awful, you just could't believe it. The score is annoying, the filming is bad, for example, sometimes you see the shadow of the cameraman appearing on some actors faces. The quality of the movie is ultra bad, seems like it was made in the 20ies. It's terrible. There is a bit of blood in the beginning and through the movie but always too dark filmed. No gore no effects. The director made some better one like Blood Rites. But out there there is a following of the man, 'cause searching to find this cheap flick isn't that hard but you have to pay hard earned cash for it. Surely this will get in my top ten of worst horrormovies ever, I don't know if I would call it horror. There is too much talking, you will get bloodthirsty after watching it",negative
"This film has been on my wish list for ten years and I only recently found it on DVD when my partner's grandson was given it. He watched it at and was thrilled to learn that it was about my generation - born in 1930 and evacuated in 1939 and he wanted to know more about it - and me. Luckily I borrowed it from him and watched it on my own and I cried all through it. Not only did it capture the emotions, the class distinction, the hardship and the warmth of human relationships of those years (as well as the cruelties (spoken and unspoken); but it was accurate! I am also a bit of an anorak when it comes to ARP uniforms, ambulances (LCC) in the right colour (white) and all the impedimenta of the management of bomb sites and the work of the Heavy Rescue Brigades. I couldn't fault any of this from my memories, and the sandbagged Anderson shelter and the WVS canteens brought it all back. The difference between the relatively unspoiled life in the village and war-torn London was also sharply presented I re-lived 1939/40 and my own evacuation from London with this production! I know Jack Gold's work, of course, and one would expect no more from him than this meticulous detail; but it went far beyond the accurate representation of the facts and touched deep chords about human responses and the only half-uttered value judgements of those years. It was certainly one of the great high spots in John Thaw's acting career and of Gold's direction and deserves to be better known. It is a magnificent film and I have already ordered a couple of copies to send to friends.",positive
"Directed by Jim Wynorski (Chopping Mall, Return of the Swamp Thing), Cheerleader Massacre is the fourth installment in the Slumber Party Massacre series. Just think about it: it's the fourth chapter of a slasher series that no one really cares about! So how could this even be good? Well, it's not! But since when did slasher films have to be good? Cheerleader Massacre is entertaining, that's for sure. But in the entertainment field, we've seen better, that's for sure too! As you can see, I'm not sure about where I stand concerning this movie. Those who watch slashers only for nudity will be more than satisfied. This movie's all boobs, but unfortunately no blood, or not enough. I think I'm being generous with this movie because I had a good time watching it and I really enjoy watching slasher movies, even as bad as they sometimes are. If you want me to be sincere, The Slumber Party Massacre Part 1 is the best one and all the others are a waste of time, so I guess I have a lot of time to waste!! For more fun, watch Sleepaway Camp 2 and Cheerleader Camp.",negative
"After ""Star Wars: A New Hope"" redefined science fiction, and ""The Empire Strikes Back"" redefined ""Star Wars"", it's hard to believe that the third and final film of this trilogy can manage to be as good as the other two, but this one really does a nice job. The first part of the film resolves the cliffhanger left by the previous one, with an elaborate escape plan that is in keeping with the incredible suspense and action of the first two films. Then the film moves back to the rebel alliance and what's going on in the war. There is a lot of action in the scenes building up to the rebellion's final confrontation with the Emperor. When the battle begins, the audience is already on the edge of their seats from everything leading up to it, and this final battle is even more intense than those from the other films. This climax is definitely more dense with action than any other part of the trilogy, with the most at stake for the rebellion. This is continually changing between a ground battle between the rebel strike crew on land (including Han Solo, Chewbacca, and Leia), the battle raging on in space (including Lando), and a confrontation between Luke and the Emperor on the new Death Star, which leads up to another duel with Darth Vader. It is really intense since the rebels constantly seem to be losing the battle that will determine the outcome of the war, and there seems to be no escape. Although I think the idea of Ewoks overpowering stormtroopers is a bit far-fetched, it didn't seem very unrealistic since they were more of a distraction that the rebels could use, rather than an actual threat to the stormtroopers, although they did have some luck fighting them. There is also a twist or two at the end that nobody saw coming, which may not be quite as stunning as that of ""The Empire Strikes Back"", but still complete a very spectacular trilogy very well. With the light tone of ""A New Hope"" and the more sinnister tone of ""The Empire Strikes Back"", this film really completes them by combining the two in this grand finale. The Special Edition for ""Return of the Jedi"" concentrated on what would have been nice to change, since not much of the original really needed it. Fifteen years of technology advancements didn't seem to make up for fifteen years of deterioration as far as the rancor scene is concerned, and there still is the occasional disappearing TIE fighter, but other than that it was good. The gaping non-threatening Sarlaac's mouth was given moving tentacles and a huge fly-trap looking head that emerged, which definitely added to the suspense. Also, the disco was taken out of Jabba's palace, and the lame ending of the original was replaced by a huge victory celebration spanning the entire galaxy, instead of just a small Ewok village, which was the case of the original and that didn't really end a story this big the way it deserved. It's hard to say which of the three films was the best, but since it's all part of the same story, the over-all trilogy is like one big, outstanding film. A THIRD must-see for film fans.",positive
"I haven't seen many movies worse than this one. The story line, the dialogues, the acting: it's horror! The story just jumps from a to b to c without any logical steps in between. Every time you think you've missed something, but no: that was the way it was intended to be. And why on earth is the character that Jenny Garth portrays so in love with that no-no loser guy (who actually now plays in the movie Cinderella Man with Russel Crow!)? O well, it's no Spielberg, of course... I have to write ten lines to get posted. This movie really isn't inspiring enough to write 10 lines! It's a romantic feel good movie with a lousy story, so if you're up for that: you'll have a ball.",negative
"MAY CONTAIN SPOILERS For about the last four years I've been a keen fan of Ali G. Sacha Baron Cohen is undoubtedly a very funny and intelligent guy and, in my view, his best creation is Borat who's as funny as Hell and quite shameless in what he does and says to people.<br /><br />Anyway, to the movie. I didn't bother paying money to see this in the cinema; I suppose because I didn't expect a lot but when I hired the DVD recently, I found the whole thing pretty sad. The best part of Ali's taking the mickey out of others was largely missing and the script an plot was pretty damned awful; hooking all the car batteries together to blow a safe - REALLY!!?? <br /><br />This movie goes to show I think that some things can run for too long and definitely don't translate to the big screen. The movie also had that syrupy sweet ending that I've come to expect from British films. Where have all the good British movie making ideals gone to? That said, there were the odd very funny moments such as the dog in Ali's bed and Ali's audience with HM the Q with the ""Shaven haven - RESPECT"" remark.<br /><br />So, in summary, I am an Ali G and Borat fan and I have enjoyed many of his interviews (notably the one with Anita Roddick of the Body Shop) but this movie fell really flat with me. If there's to be another movie, I hope it's a whole lot better than this lot of old tripe.<br /><br />Weasel100 <br /><br />Canberra, Australia",negative
"Despite what its critics ensue, I enjoyed immensely for precisely what it is. Eyecandy for both sides of the gender spectrum. Soderberg has done the artsy hard edge stuff before, won Oscars, is at the top of his game. Ocean's 12 is light, commercial, fluffy, Steve's day at the Midway if you will. I am generally not a fan of Zeta-Jones but even I must admit that Kate is STUNNING in this movie. It's ending screams of an upcoming trequel and I will be one of the millions who flock to see 120 minutes of George and Brad and Matt parlay through Clooney's digs in Lago di Como as they swindle some rich bad guy again and again. If we tolerated 3 installments of the Lord of the Rings, I ask if we can drool over Clooney's salt and pepper lid just one more time?",positive
"Movie Title - Tart<br /><br />Date of review - 5/26/02<br /><br />Year of movie - 2001<br /><br />Stars - Dominique Swain, Brad Renfro, Bijou Phillips (barely), Melanie Griffith (barely)<br /><br />NeCRo's Rating - 4 skulls out of 10<br /><br />May Contain spoilers<br /><br />Plot<br /><br />An ""outcast"" Dominique Swain wants to be with the ""in"" group and so she abandons her real friends and joins them.......much annoying rich people talk occurs. Acting<br /><br />ugh, I guess I got what I wanted in that Dominique was ok, but man, the rest of the cast besides maybe Brad Renfro were bad or at least not interesting or likable at all. I know some could say that the others were good because they made me hate them....trust me....I like unlikable chars but this group is unlikable because they can't convincingly be bad people.<br /><br />It figures that the only other people I got this for were barely even in it and that is Melanie Griffith and Bijou Phillips, but the little time they had they were ok. Melanie spoke maybe 2 lines, but at least Bijou had a good character although small.<br /><br />Violence and Gore<br /><br />My mind was constantly under attack from horrid dialogue and very very annoying characters, that's violence enough!! ok there was one bludgeoning with a rock which was ok.<br /><br />T&A Nudity Factor<br /><br />hahaha, they couldn't even add in any nudity to help spice up this movie, probably because no one would want to bear their body for this crap. If they are going to expose themselves they should do it in a movie where they will be remembered as their character and not for ""oh hey I heard she gets naked in this one.""<br /><br />Overall View of the movie (review)<br /><br />ok ok I know I pride myself on being the person who can like most if not almost all movies or at least find some good in it. Well this movie is one of the few I really struggled to find anything worth while in. The problem with this movie is that it is so damn annoying. I already have a deep hatred for snobby rich people attitudes and that didn't help either. All this movie really is, is just a bunch of rich people sitting around acting depressed and stupid. I can't stress the annoyance factor enough. This movie tries to rehash the tried and true ""In group"" plotline which can usually be done ok with little difficulty.<br /><br />Why do I not have a pic from the movie or the box cover? Well I felt this movie didn't deserve that glory so I decided to put a pic of the reason I rented this, and that reason is none other than Dominique Swain. Yes I too was wooed by her in Lolita and thought she was so good that I decided from then on to check her out in any movie in which she acts. At least I keep my promises and yes I have seen the majority of her movies, minus a few hard to find ones. She herself is a great actress and I would defend her actively, but man she chooses some of the crappiest movies to star in. This movie and Smokers are both in the same boat of crappiness, but at least Smokers had a cool idea for a story and even some real good scenes.<br /><br />Also the dvd box tries to fool you into thinking that this movie has stars as well in it by putting Melanie Griffith and Bijou Phillips names on the front of the box. If there's one thing that P****S me off it's a movie that plasters the names of stars on a box to make you think ""wow it has ____ I wonder how good ___is in this one I saw ___ in that movie and thought she was great!"" only to have the big names in the movie for a total of maybe 10 minutes between the 2. Bijou actually had a part that semi-meant something. Melanie on the other hand, only has 2 lines about.... Granted I don't like Melanie that much, but this is about ethics and not star acting.<br /><br />Out of all this mess though props must go to Brad Renfro for turning in an ok performance along with Dominique. Brad may be one very messed up kid in real life, but at least he can act. So the only reason this movie gets any skulls is because I got what I basically wanted which was Dominique Swain and Brad Renfro. Also I had the added pleasure of seeing underrated actress Bijou Phillips make me like her even more. So even though I was annoyed throughout I still came out with some positives, although this was pretty hard this time.<br /><br />I recommend you to ONLY see this if you've seen Lolita and know how good Dominique is or if you are some offbeat fan of Brad or Bijou. Uber Melanie fans will be sorely depressed. Also if you're a fan of crappy movies like me, please do not assume this be a guilty pleasure because you will feel guilty alright, for the money spent on buying or renting.<br /><br />Some movies are ""so bad that they are good"" as the saying goes. What they forgot to add was ""so bad that they are good (to pass up).""<br /><br />NeCRo",negative
"Jafar Panahi's comedy-drama ""Offside"" portrays some women trying to enter a Tehran sports arena from which women are banned. The official reason: lots of foul language, and the soccer players have their legs showing. But of course, it's really a case of sexism. So, most of the movie consists of mild comic relief as the women try to ask the men serious questions about why women are banned from the stadium, and one woman even comes up with her own scheme to defy the men.<br /><br />As I understand, all of Jafar Panahi's movies (this one included) are banned in Iran. The real tragedy is that the CIA's 1953 overthrow of the prime minister and subsequent backing of the brutal shah gave Ayatollah Khomeini an excuse to use his narrow interpretation of the Koran to establish a chauvinistic society, and that George W. Bush's current policy towards Iran gives Mahmoud Ahmadinejad an excuse to act the cowboy and tighten censorship.<br /><br />Above all, this is a neat look at people coming up with ways to challenge the system. Not a great movie, but worth seeing. Considering that all Jafar Panahi's movies are banned, I wonder how he's able to even make them.",positive
"Jack London's life was certainly colorful enough for a dozen films about different aspects of him. Sad to say though that what his life was used for in film was some wartime propaganda that put the best face on some of the least attractive parts of his character.<br /><br />Jack London who barely saw the age of 40 when he died wrote some of the best stories around. He wrote on what he knew, but he also wrote as does everyone else bringing the baggage of his own life experience with him. Some of that experience in another day and time would have been condemned as racism. But this was World War II and London was a big believer in the 'yellow peril' as it was called back in the day.<br /><br />Two thirds of the film covers his life as author, we see his years as a seaman from where he got the inspiration for The Sea Wolf. We see him up in the Yukon in a miner's cabin with a dog that was no doubt his inspiration for The Call of the Wild. London was able to capture the spirit of adventure that his own life was all about right on paper for the world to enjoy ever since.<br /><br />The final third dealt with his time as a war correspondent covering the Russo-Japanese War. London was a socialist, but his socialism did not encompass folks who were Oriental. Like a few million others he saw the rising immigration of the Chinese and Japanese to our Pacific coast as a threat to jobs for the white people. He advocated strict immigration policies for Orientals.<br /><br />The film puts the cart before the horse. London is presented as a man who saw because he was on hand at the Russo-Japanese War what Japan's ambitions were and for that reason was as xenophobic as he was. Actually the kind of atrocities present in World War II were not existent during the Russo-Japanese conflict. Japan had her imperial ambitions, but so did everyone else including the USA at that time. But our immigration policies caused by pressure from our West Coast politicians was a big contributing factor to the deterioration of relations with Japan over a couple of generations. London was part of the cause not a prophet crying in the wilderness.<br /><br />This film was the first independent production of Samuel Bronston who later did some films with a bit more budget than Jack London. Had he a bit more money Bronston might have gotten James Cagney or Spencer Tracy, both who would have been right for the role. Instead they got Michael O'Shea who was making his second film after Lady of Burlesque. O'Shea is fine in the part, but certainly was no box office.<br /><br />As London is covering the war, he meets up with a Captain Tanaka who is played by Leonard Strong, an actor who specialized in Orientals and played a ton of them in World War II. From the vantage point in 1905 Strong outlines in the best Fu Manchu tradition Japan's imperial aims right up to taking on the USA eventually. Must have gone over great with the swing shift crowd. <br /><br />A lot of course is left out of London's life including a first wife. Playing the second and only wife in this film is Susan Hayward who only comes into the movie when it's half over. I wish we'd have seen more of her. Charmian Kittredge London survived her husband by almost 40 years dying in 1955.<br /><br />O'Shea in fact met and married the leading lady of his life in Jack London. Virginia Mayo has a small role in Jack London and they married for 30 years until O'Shea died in 1973.<br /><br />Maybe one day we'll get a view of Jack London that will be a lot better than this one.",negative
"This film was amazing, it was extremely funny and moving. Damien O'Donnell and Jeffrey Caine have put together a great movie which will appeal to all ages. James McAvoy and Steven Robertson made this film brilliant. Their acting was excellent, there was this real lifelike feeling between them, that made you really believe they were the characters they were acting out. Romola Garai is amazingly gorgeous and brilliant in her role. The story of these two physically challenged people and their carer is well put over, and you really start to grow to know and feel for the characters as the movie goes on, it was especially upsetting at the end. I would recommend this movie to anyone that loves a truly heart felt movie, warning to the more sensitive viewer make sure you have tissues you will need them.<br /><br />Again amazing film!!",positive
"I caught this film late on a sat night/ Sunday morning with my brother. We had been drinking. This is one of the best films for ripping apart I have ever seen. From the 'luxury' ocean liner actually being a 'roll on, roll off' ferry, complete with cast iron everything to the doors with adhesive stickers saying staff, then seeing the same door being used for something else in another scene - this film rocks!! The continuity is so poor you cant help but notice it, it slaps you in the face with the holes. In the final scene he jumps off a life boat with the ferry in the distance. Cut to his son and new girlfriend (The ships PR director who knows kung-fu and used to be in the police but was dismissed for doing things her way - true)on the ferry going very fast away from the explosion. ......Then the dad is there hugging them. HoW???? Who cares, its magic. There is not one redeeming feature to this film. The casino is the size of a large bedroom with one casino table. when being chased by the villains there is only One place to hide, you've guessed it. Enter the villains who, instead of checking under the One table, proceed to shoot up four fruit machines and a little corner bar (a corner bar in the casino - fantastic). They walk straight past the only hiding place thus allowing our Casper to get around them and 'take them out'.<br /><br />Get some mates over, get a few drinks in, put this film on and howl.",positive
"Harmony Korrine - hate him or hate him? On this evidence, loathe might be a better word. Not him of course, just everything he does. But it could've been so different because the first ten minutes of this film promises so much including a fantastic idea of a Michael Jackson impersonator falling in love with a Marilyn Monroe impersonator. Fantastic. And set in Paris! This could be great. But unfortunately, Korrine may spark the odd decent idea but because he is an awful writer, the story fails on every level and the audience walkout I witnessed about an hour in is proof positive that he is the most boring and pretentious film-making out there. Apparently the walk-out rate at its premiere in last years Cannes festival was quite shocking. Instead of focusing on the two protagonists, he switches the story stupidly to the confines of a ch̢teau to introduce a bunch of other impersonators making the whole experience tedious and narratively barren. When will the independent cinema stop funding this upstart?",negative
"There have been many people that have tried to make a movie that was identical to the story, Heart of Darkness. Some movies have been based on Heart of Darkness, like Apocalypse Now. In 1993, Nicholas Roeg directed a film that was exactly like the book. Heart of Darkness the movie is almost exactly identical to the book. This movie is full of action and adventure. Heart of Darkness is about the journey of a seaman named Marlow who sails along the Congo River to meet the super powerful ivory trader, Mr. Kurz.<br /><br />Heart of Darkness, the movie, has the same exact beginning and setting as the book. It takes place on a boat in the Thames River, and Marlow is telling the story to four other men on a boat called the Nellie. The whole movie is a flashback of Marlow's journey to see Mr. Kurtz on the Congo River. Marlow works for the Belgian Company, which trades ivory along the Congo River. He tells of his account in the Company's office, and about all of the maps he saw in the office.<br /><br />Marlow sets out on a steamer to Africa. He arrives at the Central Station, where he receives orders from the general manager. The general manager tells Marlow about Mr. Kurtz and the ivory trading Marlow would be doing. Marlow soon finds out that the general manager is not fond of Kurtz because he fears Kurtz will replace him. Marlow waits around at the Central Station for months because his ship has been wrecked, and it is getting repaired. Marlow sees the harsh treatment and enslavement in Africa while at the Central Station. When the ship has finally been repaired, Marlow, another African character named Mfumu, and other crew members set sail on Marlow's steamer for Mr. Kurtz.<br /><br />Along the Congo River, they are attacked by African natives in the wilderness. As Marlow's crew is attacked by the African natives, they end up shooting and killing Mfumu. When Marlow finally arrives at Kurtz's station, he meets a Russian who explains the might and glory of Kurtz. Marlow is then led to Kurtz's station home. There, he sees many maps and pictures that Kurtz has painted. Finally, Kurtz enters the room, and begins to tell Marlow about all he has done in Africa and talks about his mistress. Marlow soon finds out that Kurtz is insane with power because the Africans hail him as a god. Marlow becomes angry with the harshness and enslavement that he sees in Africa. After Marlow finally meets Kurtz, Kurtz begins to die. While Kurtz was on his deathbed, he called Marlow into his room. Kurtz's life begins to flash before his eyes, and his last words were ""The horror, the horror."" When Marlow returns to Europe to see Kurtz's fianc̩, Marlow tells her that Kurtz's last words were her name to hide the darkness in Kurtz's life.<br /><br />Heart of Darkness was directed well and was formed into an adventurous movie. I recommend anyone to watch this movie because it is full of action and mystery. The movie is slow at times, but in all, it really interesting. Heart of Darkness will really broaden your mind and will teach you a lot about how to interpret different scenes.",positive
"I really tried to like this movie. It deals with an important problem in any society: sex addiction.<br /><br />In this story we learn that you can lose everything when you're addicted to sex. In this case, our main character and hero, for having non-stop sex with all kinds of women (crazy, kinky, neurotic) puts in jeopardy his marriage, job, and even his life.<br /><br />The production values are terrible; mainly the acting. Oh, you won't enjoy ANY of the sex scenes, most of them are done in very poor taste and you might think you're watching a home made flick.<br /><br />Second, the plot is just non sense. How could such a smart and beautiful wife stand all the nasty stuff from the husband? How could she believe him?! The threesome situation is priceless and will make you chuckle for a while.<br /><br />Also, the scene with the black movie theater attendant is just pointless and will leave you thinking ""wtf?"". <br /><br />Scenes like those you will find plenty. <br /><br />Avoid this movie. Please, avoid it; it's not soft core, it's not a documental, it's not a dramatic feature. It's a pretentious effort form a so called documentary director or whatever.<br /><br />Only Mrs. Kinski's legs on display are worth the watch. I caught it on HBO and I'm glad I didn't spend my money on it. But those 90 minutes of my life won't come back.",negative
"This was essentially a remake of ""Diagnosis Murder"" minus Victoria Rowell, Scott Baio & Charlie Schlatter. Dick is playing a college professor who teaches Criminology 101 and can't even find his own classroom. Barry is now a private eye, not related to Dick. This lets Barry shoot at guys speeding away from him, which a cop can not do. Barry still gets the girl in the end. Tracey Needham portrays the girl. She is the prime suspect and Dick and Barry believe she's innocent and prove it. That's all the spoiler you get. The ending is sufficiently unexpected that you don't already know it half way through the movie.<br /><br />Don't take it seriously. Don't critique it. Just sit back and enjoy Dick and Barry Van Dyke.",positive
"This is an excruciatingly boring, slow-moving movie. We can feel some sympathy for the socially- and sexually-inexperienced and awkward Tomek, but the motivations of Magda are pretty hard to see, and the ending, at least for me, was inscrutable. <br /><br />Maybe it's about how we all need love, but I'd get more out of a good Busby Berkeley.<br /><br />I'm told that comments have to be at least ten lines, so I'll add that in the background are some interesting shots of the relationship between Polish citizens and government employees and institutions. I wonder if it's meant to portray this before or after the fall of the communist government.<br /><br />Finally, watch for the clever way the men from the gas company investigate whether or not there is a gas leak in Magda's stove.",negative
